id,longitude,latitude
173,10.201459283333334,56.15008676666667
174,10.201229633333334,56.14988006666667
175,10.210499066666667,56.15863301666667
176,10.220278816666667,56.17771368333333
177,10.220143733333334,56.17763781666667
178,10.2196314,56.1776762
179,10.217984533333333,56.17841225
180,10.217959933333333,56.178384083333334
181,10.217554066666668,56.178406816666666
182,10.217490633333334,56.178301266666665
183,10.20993655,56.17932906666667
184,10.206245016666667,56.17948205
185,10.205866200000001,56.17931125
186,10.207901383333333,56.18320778333333
187,10.0952767,56.191405
188,10.092875,56.19058
189,10.1363269,56.173098
190,10.13604,56.1733717
191,10.1124983,56.152795
192,10.1008833,56.1537333
193,10.0938565,56.1528266
194,10.2308616,56.1772095
195,10.2304342,56.1772994
196,10.2303244,56.1773582
197,10.2281783,56.1756324
198,10.23409,56.1835917
278,10.22089,56.1950367
279,10.2202733,56.1950983
280,10.221225,56.1948633
281,10.2206267,56.1948667
282,10.2709738,56.199111
283,10.26681,56.20277
284,10.2487517,56.194615
285,10.247535,56.1905
286,10.2433883,56.1917567
287,10.2377599,56.1862882
288,10.2342982,56.1951583
289,10.2266713,56.1979692
290,10.22947,56.1916833
291,10.2254567,56.1852067
292,10.229525,56.1823427
293,10.2086701,56.1251325
294,10.2074528,56.1216002
295,10.2076374,56.1216684
296,10.2065267,56.1216283
297,10.2065183,56.1132967
298,10.2012644,56.113294
299,10.1887949,56.1170434
300,10.1837552,56.1161384
301,10.1834337,56.1157745
302,10.1782882,56.114815
303,10.1866118,56.12646
304,10.1842517,56.126945
306,10.1785167,56.1243067
307,10.162045,56.12341
309,10.168118399999999,56.1258052
311,10.1685248,56.1285781
