id_lokalId,byg026Opførelsesår,byg069Sikringsrumpladser,status,decade,latitude,longitude,oc_confidence,oc_formatted,oc_category,oc_type
14324435-6888-451E-A9CA-D039E3FB7407,1920,100,6,1930s,56.15324993896767,10.20590483978619,10,"Søndergade 53B, 8000 Aarhus C, Denmark",building,building
CFABC9A0-6310-43E0-959D-C8A294D6C503,1974,66,6,1970s,56.209501008387,10.223516895353718,10,"Sindalsvej 4, 8240 Risskov, Denmark",building,building
2F54C7CD-2695-47CD-A6BC-3DF49E530BD3,1962,117,6,1960s,56.12713317472326,10.16115499430621,10,"Skanderborgvej 213, 8260 Viby, Denmark",building,building
B79C6199-C4D4-41FE-8214-A8525E124483,1990,254,6,1990s,56.15385009962994,10.208414036006687,9,"Annika Nuttall Gallery, Østergade, 8000 Aarhus C, Denmark",commerce,gallery
D583DB7D-5FAA-4E46-8185-46FFA2583A97,1971,1874,6,1970s,56.10613210713308,10.140125498847063,10,"HedeDanmark, Telefonring Syd, 8310 Tranbjerg, Denmark",building,building
D03A0CF9-6CD4-49B5-B845-F3B2B3C66613,1957,262,6,1950s,56.1477948448714,10.201126790276854,10,"Jægergårdsgade 64C, 8000 Aarhus C, Denmark",building,building
B521B59C-36DE-4E54-AF0B-EEEA3131B66A,1951,100,6,1950s,56.17161979069978,10.185610827814083,10,"AU Forskning og Talent, Møllevangs Allé, 8200 Aarhus N, Denmark",building,building
4305F0CD-C035-4784-964D-67F9F28B7E5B,1965,27,6,1960s,56.165225892774664,10.108763754714616,10,"Edwin Rahrs Vej 78C, 8220 Brabrand, Denmark",building,building
0AE86811-2A5C-430F-9A43-748024223312,1969,81,6,1960s,56.1146072338326,10.156253320812416,10,"Søndervangen 27, 8260 Viby, Denmark",building,building
260AD0D7-262E-48C4-A3DC-C414BD7A4F70,1988,153,6,1980s,56.1897917226566,10.173372896356483,9,"AUH E301-196 Infektionssygdomme plan 3, Palle Juul-Jensens Boulevard, 8200 Aarhus N, Denmark",health,clinic
F8AD7177-6C9B-4F1B-8C66-4024FF12F7A0,1990,267,6,1990s,56.193491598997774,10.203813574514786,10,"Vejlby Centervej 52, 8240 Risskov, Denmark",building,building
C770D8F9-3809-48CB-8A5C-0C23364591F4,1968,110,6,1960s,56.11771035023629,10.173216825493437,10,"Rundhøj Allé 141, 8270 Højbjerg, Denmark",building,building
